vb,uii,hei_name,form,discipline,,deg_title1,prog_name1,major_title1,major_name1,deg_title2,prog_name2,major_title2,major_name2,ladderized,straight,eteeap,coe-cod,prog_level,authority_category,authority_serial,prog_status_yr,thesis,prog_status,prog_cal_mode,prog_length,prog_labunits,prog_lectureunits,prog_totalunits,prog_credit,tuition_unit,prog_fee,EFM,EFF,E1M,E1F,1Total,E2M,E2F,Enroll_total,E3M,E3F,Enroll_total,E4M,E4F,Enroll_total,E5M,E5F,Enroll_total,E6M,E6F,Enroll_total,E7M,E7F,Enroll_total,EM,EF,Enroll_total,units_lec,units_lab,units_total,GM,GF,Enroll_total,updater,date_updated,remarks
2025-26,09027,"Southern City Colleges, Inc.",B,BUSINESS ADMINISTRATION AND RELATED,Bachelor of Science in Customs Administration  ,Bachelor of Science in,Customs Administration,,,,,,,,,,,50,GR,158,,2,CO,SE,4,,,0,174,472.42,131369.8,120,17,,,137,53,10,63,58,16,74,22,8,30,,,0,,,0,,,0,253,51,304,,,0,,,0,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09027,"Southern City Colleges, Inc.",B,IT-RELATED DISCIPLINES,Bachelor of Science in Information Technology  ,Bachelor of Science in,Information Technology,,,,,,,,,,,50,GR,21,,2,CO,SE,4,,,0,171,472.42,129952.54,91,30,,,121,37,14,51,43,10,53,32,15,47,,,0,,,0,,,0,203,69,272,,,0,,,0,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09027,"Southern City Colleges, Inc.",B,BUSINESS ADMINISTRATION AND RELATED,Bachelor of Science in Accountancy  ,Bachelor of Science in,Accountancy,,,,,,,,,,,50,GR,2,,2,CO,SE,4,,,0,198,720.75,142707.88,10,18,,,28,3,5,8,12,6,18,2,6,8,,,0,,,0,,,0,27,35,62,,,0,,,0,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09027,"Southern City Colleges, Inc.",B,IT-RELATED DISCIPLINES,Bachelor of Science in Computer Science  ,Bachelor of Science in,Computer Science,,,,,,,,,,,50,GR,20,,2,CO,SE,4,,,0,162,472.42,125700.76,8,1,,,9,2,0,2,0,3,3,3,1,4,,,0,,,0,,,0,13,5,18,,,0,,,0,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09027,"Southern City Colleges, Inc.",B,BUSINESS ADMINISTRATION AND RELATED,Bachelor of Science in Real Estate Management  ,Bachelor of Science in,Real Estate Management,,,,,,,,,,,50,GR,19,,2,CO,SE,4,,,0,183,472.42,135621.58,1,4,,,5,5,3,8,0,0,0,2,2,4,,,0,,,0,,,0,8,9,17,,,0,,,0,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09027,"Southern City Colleges, Inc.",B,BUSINESS ADMINISTRATION AND RELATED,Bachelor of Science in Office Administration  ,Bachelor of Science in,Office Administration,,,,,,,,,,,50,GR,192,,,CO,SE,4,,,0,162,472.42,125700.76,1,2,,,3,0,0,0,0,0,0,0,2,2,,,0,,,0,,,0,1,4,5,,,0,,,0,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09027,"Southern City Colleges, Inc.",B,IT-RELATED DISCIPLINES,Bachelor of Science in Information System  ,Bachelor of Science in,Information System,,,,,,,,,,,50,GR,22,,2,CO,SE,4,,,0,180,472.42,134204.32,0,0,,,0,0,1,1,0,0,0,0,0,0,,,0,,,0,,,0,0,1,1,,,0,,,0,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09027,"Southern City Colleges, Inc.",B,BUSINESS ADMINISTRATION AND RELATED,Bachelor of Science in Accounting Information System  ,Bachelor of Science in,Accounting Information System,,,,,,,,,,,50,GR,3,,2,CO,SE,4,,,0,189,472.42,138456.1,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,,,0,,,0,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09026,Southern Mindanao College-Agro Tech,B,"AGRICULTURE, FORESTRY, FISHERIES",Bachelor of Agricultural Technology Major in Agronomy,Bachelor of,Agricultural Technology,Major in,Agronomy,,,,,,,,,50,GR,129,PO-1975,1,PO,SE,4,,,0,171,319.36,"73, 311.95",,,,,0,,,0,,,0,8,4,12,,,0,,,0,,,0,8,4,12,,,0,8,4,12,Kim Dioven Lusaya,11-Nov-2025,
2025-26,09028,Southern Mindanao Colleges,B,BUSINESS ADMINISTRATION AND RELATED,Bachelor of Science in Business Administration Major in Business Economics,Bachelor of Science in,Business Administration,Major in,Business Economics,,,,,,,,,50,GR,199,,1,CO,SE,4,,,0,149,319.36,68574,,,2,0,2,0,1,1,0,0,0,,,0,,,0,,,0,,,0,2,1,3,,,0,0,0,0,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09028,Southern Mindanao Colleges,B,ENGINEERING AND TECH,Bachelor of Science in Civil Engineering Major in Construction Engineering Management,Bachelor of Science in,Civil Engineering,Major in,Construction Engineering Management,,,,,,,,,50,GR,53,,2,CO,SE,4,,,0,170,330.52,103614,,,148,117,265,122,84,206,113,73,186,72,30,102,,,0,,,0,,,0,455,304,759,,,0,74,52,126,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09028,Southern Mindanao Colleges,B,EDUCATION SCIENCE AND TEACHER TRAINING,Master of Arts in Education Major in Educational Management,Master of Arts in,Education,Major in,Educational Management,,,,,,,,,80,GR,169,,1,CO,SE,2,,,0,36,397.39,23852,,,91,462,553,,,0,,,0,,,0,,,0,,,0,,,0,91,462,553,,,0,107,173,280,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09028,Southern Mindanao Colleges,B,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Secondary Education Major in English,Bachelor of,Secondary Education,Major in,English,,,,,,,,,50,GR,439,,1,CO,SE,4,,,0,179,319.36,75566,,,24,74,98,13,44,57,18,55,73,16,49,65,,,0,,,0,,,0,71,222,293,,,0,12,35,47,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09028,Southern Mindanao Colleges,B,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Secondary Education Major in Filipino,Bachelor of,Secondary Education,Major in,Filipino,,,,,,,,,50,GR,439,,1,CO,SE,4,,,0,158,319.36,76524,,,3,10,13,1,6,7,6,17,23,7,36,43,,,0,,,0,,,0,17,69,86,,,0,8,14,22,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09028,Southern Mindanao Colleges,B,BUSINESS ADMINISTRATION AND RELATED,Bachelor of Science in Business Administration Major in Financial Management,Bachelor of Science in,Business Administration,Major in,Financial Management,,,,,,,,,50,GR,199,,1,CO,SE,4,,,0,149,319.36,68574,,,66,111,177,47,102,149,29,83,112,30,117,147,,,0,,,0,,,0,172,413,585,,,0,18,79,97,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09028,Southern Mindanao Colleges,B,EDUCATION SCIENCE AND TEACHER TRAINING,Master of Arts in Education Major in Guidance and Counseling,Master of Arts in,Education,Major in,Guidance and Counseling,,,,,,,,,80,GR,169,,1,CO,SE,2,,,0,36,397.39,23852,,,5,44,49,,,0,,,0,,,0,,,0,,,0,,,0,5,44,49,,,0,0,0,0,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09028,Southern Mindanao Colleges,B,BUSINESS ADMINISTRATION AND RELATED,Bachelor of Science in Business Administration Major in Human Resource Development Management,Bachelor of Science in,Business Administration,Major in,Human Resource Development Management,,,,,,,,,50,GR,199,,1,CO,SE,4,,,0,149,319.36,68574,,,7,7,14,3,5,8,0,8,8,1,5,6,,,0,,,0,,,0,11,25,36,,,0,0,9,9,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09028,Southern Mindanao Colleges,B,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Secondary Education Major in MAPEH,Bachelor of,Secondary Education,Major in,MAPEH,,,,,,,,,50,GR,439,,1,CO,SE,4,,,0,214,319.36,89078,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,,,0,0,1,1,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09028,Southern Mindanao Colleges,B,BUSINESS ADMINISTRATION AND RELATED,Bachelor of Science in Business Administration Major in Marketing Management,Bachelor of Science in,Business Administration,Major in,Marketing Management,,,,,,,,,50,GR,199,,1,CO,SE,4,,,0,149,319.36,68574,,,42,34,76,17,28,45,11,24,35,10,12,22,,,0,,,0,,,0,80,98,178,,,0,2,24,26,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09028,Southern Mindanao Colleges,B,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Secondary Education Major in Mathematics,Bachelor of,Secondary Education,Major in,Mathematics,,,,,,,,,50,GR,439,,1,CO,SE,4,,,0,184,319.36,74570,,,7,18,25,4,5,9,5,4,9,4,8,12,,,0,,,0,,,0,20,35,55,,,0,1,2,3,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09028,Southern Mindanao Colleges,B,BUSINESS ADMINISTRATION AND RELATED,Bachelor of Science in Office Administration Major in Office Management,Bachelor of Science in,Office Administration,Major in,Office Management,,,,,,,,,50,GR,14,,1,CO,SE,4,,,0,140,319.36,69227,,,6,10,16,5,16,21,0,7,7,2,10,12,,,0,,,0,,,0,13,43,56,,,0,1,12,13,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09028,Southern Mindanao Colleges,B,BUSINESS ADMINISTRATION AND RELATED,Bachelor of Science in Business Administration Major in Operations Management,Bachelor of Science in,Business Administration,Major in,Operations Management,,,,,,,,,50,GR,199,,1,CO,SE,4,,,0,149,319.36,68574,,,0,1,1,2,0,2,0,0,0,,,0,,,0,,,0,,,0,2,1,3,,,0,0,0,0,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09028,Southern Mindanao Colleges,B,ENGINEERING AND TECH,Bachelor of Science in Electrical Engineering Major in Power System Protection,Bachelor of Science in,Electrical Engineering,Major in,Power System Protection,,,,,,,,,50,GR,13,,2,CO,SE,4,,,0,195,330.52,96014,,,89,15,104,77,1,78,64,5,69,44,6,50,,,0,,,0,,,0,274,27,301,,,0,37,5,42,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09028,Southern Mindanao Colleges,B,EDUCATION SCIENCE AND TEACHER TRAINING,Master of Arts in Education Major in Psychology,Master of Arts in,Education,Major in,Psychology,,,,,,,,,80,GR,169,,1,CO,SE,2,,,0,36,397.39,23852,,,1,5,6,,,0,,,0,,,0,,,0,,,0,,,0,1,5,6,,,0,0,0,0,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09028,Southern Mindanao Colleges,B,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Secondary Education Major in Social Studies,Bachelor of,Secondary Education,Major in,Social Studies,,,,,,,,,50,GR,439,,1,CO,SE,4,,,0,181,319.36,76524,,,1,7,8,6,2,8,5,9,14,2,5,7,,,0,,,0,,,0,14,23,37,,,0,1,4,5,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09028,Southern Mindanao Colleges,B,ENGINEERING AND TECH,Bachelor of Science in Civil Engineering Major in Structural Engineering,Bachelor of Science in,Civil Engineering,Major in,Structural Engineering,,,,,,,,,50,GR,53,,2,CO,SE,4,,,0,196,330.52,105240,,,102,76,178,97,59,156,83,78,161,144,118,262,,,0,,,0,,,0,426,331,757,,,0,90,64,154,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09028,Southern Mindanao Colleges,B,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Secondary Education Major in Values Education,Bachelor of,Secondary Education,Major in,Values Education,,,,,,,,,50,GR,439,,1,CO,SE,4,,,0,170,319.36,54291,,,3,3,6,3,2,5,0,0,0,0,0,0,,,0,,,0,,,0,6,5,11,,,0,0,0,0,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09028,Southern Mindanao Colleges,B,BUSINESS ADMINISTRATION AND RELATED,Master in Public Administration  ,Master in,Public Administration,,,,,,,,,,,80,GR,3,,2,CO,SE,2,,,0,54,619.58,37433,,,429,798,"1,227",,,0,,,0,,,0,,,0,,,0,,,0,429,798,"1,227",,,0,70,72,142,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09028,Southern Mindanao Colleges,B,LAW AND JURISPRUDENCE,Bachelor of Science in Criminology  ,Bachelor of Science in,Criminology,,,,,,,,,,,50,GR,35,,1,CO,SE,4,,,0,211,319.36,90723,,,82,21,103,66,22,88,97,40,137,50,40,90,2,0,2,,,0,,,0,297,123,420,,,0,61,37,98,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09028,Southern Mindanao Colleges,B,EDUCATION SCIENCE AND TEACHER TRAINING,Doctor of Education  ,Doctor of,Education,,,,,,,,,,,90,GR,5,,2,co,SE,3,,,0,57,610.75,181442.3,,,109,292,401,,,0,,,0,,,0,,,0,,,0,,,0,109,292,401,,,0,21,65,86,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09028,Southern Mindanao Colleges,B,SOCIAL AND BEHAVIORAL SCIENCES,Bachelor of Science in Social Work  ,Bachelor of Science in,Social Work,,,,,,,,,,,50,GR,20,,1,CO,SE,4,,,0,155,319.36,66597,,,34,98,132,10,83,93,17,89,106,8,60,68,,,0,,,0,,,0,69,330,399,,,0,14,49,63,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09028,Southern Mindanao Colleges,B,IT-RELATED DISCIPLINES,Bachelor of Science in Information Technology  ,Bachelor of Science in,Information Technology,,,,,,,,,,,50,GR,10,,1,CO,SE,4,,,0,176,319.36,98794,,,75,23,98,42,12,54,41,14,55,53,19,72,,,0,,,0,,,0,211,68,279,,,0,3,3,6,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09028,Southern Mindanao Colleges,B,BUSINESS ADMINISTRATION AND RELATED,Bachelor of Science in Hospitality Management  ,Bachelor of Science in,Hospitality Management,,,,,,,,,,,50,GR,,,1,CO,SE,4,,,0,155,319.36,70358,,,43,66,109,23,41,64,18,40,58,14,30,44,,,0,,,0,,,0,98,177,275,,,0,4,17,21,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09028,Southern Mindanao Colleges,B,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Elementary Education  ,Bachelor of,Elementary Education,,,,,,,,,,,50,GR,168,,1,CO,SE,4,,,0,170,319.36,74570,,,10,47,57,6,34,40,2,36,38,4,51,55,,,0,,,0,,,0,22,168,190,,,0,2,28,30,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09028,Southern Mindanao Colleges,B,ENGINEERING AND TECH,Bachelor of Science in Computer Engineering  ,Bachelor of Science in,Computer Engineering,,,,,,,,,,,50,GR,10,,1,CO,SE,4,,,0,181,330.52,90993,,,34,10,44,19,9,28,14,10,24,17,6,23,,,0,,,0,,,0,84,35,119,,,0,10,1,11,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09028,Southern Mindanao Colleges,B,SOCIAL AND BEHAVIORAL SCIENCES,Bachelor of Arts in Political Science  ,Bachelor of Arts in,Political Science,,,,,,,,,,,50,GR,6,,1,CO,SE,4,,,0,119,319.36,61156,,,21,17,38,13,14,27,4,3,7,8,7,15,,,0,,,0,,,0,46,41,87,,,0,3,8,11,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09028,Southern Mindanao Colleges,B,BUSINESS ADMINISTRATION AND RELATED,Master in Business Administration  ,Master in,Business Administration,,,,,,,,,,,80,GR,4,,2,CO,SE,2,,,0,42,619.58,23852,,,18,66,84,,,0,,,0,,,0,,,0,,,0,,,0,18,66,84,,,0,3,6,9,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09028,Southern Mindanao Colleges,B,BUSINESS ADMINISTRATION AND RELATED,Master in Public Administration  ,Master in,Public Administration,,,,,,,,,,,80,GR,3,,1,CO,SE,2,,,0,42,619.58,35569,,,27,29,56,,,0,,,0,,,0,,,0,,,0,,,0,27,29,56,,,0,2,3,5,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09028,Southern Mindanao Colleges,B,IT-RELATED DISCIPLINES,Associate in Computer Technology  ,Associate in,Computer Technology,,,,,,,,,,,40,GR,10,,1,CO,SE,2,,,0,107,319,39633,3,5,1,0,9,2,0,2,3,1,4,,,0,,,0,,,0,,,0,9,6,15,,,0,0,0,0,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09028,Southern Mindanao Colleges,B,SOCIAL AND BEHAVIORAL SCIENCES,Bachelor of Arts in Psychology  ,Bachelor of Arts in,Psychology,,,,,,,,,,,50,GR,4,,1,CO,SE,4,,,0,119,319.36,60518,,,0,0,0,0,0,0,0,6,6,0,5,5,,,0,,,0,,,0,0,11,11,,,0,0,0,0,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09028,Southern Mindanao Colleges,B,ENGINEERING AND TECH,Bachelor of Science in Geodetic Engineering  ,Bachelor of Science in,Geodetic Engineering,,,,,,,,,,,50,GR,14,,2,CO,SE,4,,,0,187,330.52,88816,,,1,1,2,1,0,1,2,0,2,2,0,2,,,0,,,0,,,0,6,1,7,,,0,5,1,6,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09028,Southern Mindanao Colleges,B,ENGINEERING AND TECH,Bachelor of Science in Electrical Engineering  ,Bachelor of Science in,Electrical Engineering,,,,,,,,,,,50,GR,13,,2,CO,SE,4,,,0,208,330.52,109,,,1,0,1,0,0,0,0,0,0,4,0,4,1,0,1,,,0,,,0,6,0,6,,,0,10,2,12,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09028,Southern Mindanao Colleges,B,HUMANITIES,Bachelor of Arts in English Language Studies  ,Bachelor of Arts in,English Language Studies,,,,,,,,,,,50,GR,5,,2,CO,SE,4,,,0,149,319.36,66597,,,0,0,0,2,1,3,0,1,1,1,0,1,,,0,,,0,,,0,3,2,5,,,0,0,4,4,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09028,Southern Mindanao Colleges,B,ENGINEERING AND TECH,Bachelor of Science in Civil Engineering  ,Bachelor of Science in,Civil Engineering,,,,,,,,,,,50,GR,53,,2,CO,SE,5,,,0,238,330.52,118024,,,0,0,0,0,0,0,2,0,2,3,0,3,,,0,,,0,,,0,5,0,5,,,0,4,4,8,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09028,Southern Mindanao Colleges,B,ENGINEERING AND TECH,Bachelor of Science in Electronics Engineering  ,Bachelor of Science in,Electronics Engineering,,,,,,,,,,,50,GR,9,,2,CO,SE,4,,,0,181,330.52,93247,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,,,0,2,2,4,Kim Dioven Lusaya,17-Nov-2025,
2025-26,09070,"Southern Peninsula College, Inc.",B,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Secondary Education Major in English,Bachelor of,Secondary Education,Major in,English,,,,,,,,,50,GR,18,,2,CO,SE,4,,,0,179,193.96,2868.93,13,22,4,21,60,5,18,23,12,21,33,,,0,,,0,,,0,,,0,34,82,116,,,0,9,49,58,Kim Dioven Lusaya,03-Dec-2025,
2025-26,09070,"Southern Peninsula College, Inc.",B,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Elementary Education Major in General Education,Bachelor of,Elementary Education,Major in,General Education,,,,,,,,,50,GR,7,,2,CO,SE,4,,,0,173,193.96,2868.93,4,18,0,9,31,0,6,6,2,7,9,,,0,,,0,,,0,,,0,6,40,46,,,0,4,32,36,Kim Dioven Lusaya,03-Dec-2025,
2025-26,09070,"Southern Peninsula College, Inc.",B,BUSINESS ADMINISTRATION AND RELATED,Bachelor of Science in Business Administration Major in Human Resouirce Management,Bachelor of Science in,Business Administration,Major in,Human Resouirce Management,,,,,,,,,50,GR,19,,1,CO,SE,4,,,0,155,193.96,2868.93,37,38,30,37,142,18,22,40,28,18,46,,,0,,,0,,,0,,,0,113,115,228,,,0,15,51,66,Kim Dioven Lusaya,03-Dec-2025,
2025-26,09070,"Southern Peninsula College, Inc.",B,LAW AND JURISPRUDENCE,Bachelor of Science in Criminology  ,Bachelor of Science in,Criminology,,,,,,,,,,,50,GR,17,,1,CO,SE,4,,,0,192,233.2,4819.85,175,37,164,49,425,84,31,115,89,36,125,,,0,,,0,,,0,,,0,512,153,665,,,0,53,11,64,Kim Dioven Lusaya,03-Dec-2025,
2025-26,09029,Southern Philippine College,B,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Secondary Education Major in English,Bachelor of,Secondary Education,Major in,English,,,,,,,,,50,GR,,,2,CO,SE,4,,,0,3,255,765,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,,,0,,,0,Kim Dioven Lusaya,,
2025-26,09029,Southern Philippine College,B,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Secondary Education Major in Filipino,Bachelor of,Secondary Education,Major in,Filipino,,,,,,,,,50,GR,,,2,CO,SE,4,,,0,3,255,765,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,,,0,,,0,Kim Dioven Lusaya,,
2025-26,09029,Southern Philippine College,B,BUSINESS ADMINISTRATION AND RELATED,Bachelor of Science in Business Administration Major in Marketing Management,Bachelor of Science in,Business Administration,Major in,Marketing Management,,,,,,,,,50,GR,,,2,CO,SE,4,,,0,3,255,765,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,,,0,,,0,Kim Dioven Lusaya,,
2025-26,09029,Southern Philippine College,B,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Secondary Education Major in Mathematics,Bachelor of,Secondary Education,Major in,Mathematics,,,,,,,,,50,GR,,,2,CO,SE,4,,,0,3,255,765,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,,,0,,,0,Kim Dioven Lusaya,,
2025-26,09029,Southern Philippine College,B,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Early Childhood Education  ,Bachelor of,Early Childhood Education,,,,,,,,,,,50,GR,8,,2,CO,SE,4,,,0,3,255,765,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,,,0,,,0,Kim Dioven Lusaya,,
2025-26,09029,Southern Philippine College,B,SOCIAL AND BEHAVIORAL SCIENCES,Bachelor of Science in Social Work  ,Bachelor of Science in,Social Work,,,,,,,,,,,50,,,,1,CO,SE,4,,,0,3,255,765,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,,,0,,,0,Kim Dioven Lusaya,,
2025-26,09029,Southern Philippine College,B,BUSINESS ADMINISTRATION AND RELATED,Bachelor of Science in Tourism Management  ,Bachelor of Science in,Tourism Management,,,,,,,,,,,50,,,,2,CO,SE,4,,,0,3,255,765,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,,,0,,,0,Kim Dioven Lusaya,,
2025-26,09021,"St. John College of Buug Foundation, Inc.",B,BUSINESS ADMINISTRATION AND RELATED,Bachelor of Science in Business Administration Major in Banking and Finance,Bachelor of Science in,Business Administration,Major in,Banking and Finance,,,,,,,,,50,GR,16,,2,CO,SE,4,,,0,122,241.01,59697.14,,,96,42,138,92,19,111,68,28,96,57,20,77,,,0,,,0,,,0,313,109,422,,,0,33,13,46,Kim Dioven Lusaya,07-Nov-2025,
2025-26,09021,"St. John College of Buug Foundation, Inc.",B,LAW AND JURISPRUDENCE,Bachelor of Science in Criminology  ,Bachelor of Science in,Criminology,,,,,,,,,,,50,GR,10,,2,CO,SE,4,,,0,177,254,76814,,,50,86,136,50,70,120,23,43,66,10,33,43,,,0,,,0,,,0,133,232,365,,,0,5,14,19,Kim Dioven Lusaya,07-Nov-2025,
2025-26,09050,"St. Mary's College of Labason, Inc.",B,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Secondary Education Major in English,Bachelor of,Secondary Education,Major in,English,,,,,,,,,50,GR,11,,1,CO,SE,4,,,0,182,228.08,"9,752.70",0,0,0,0,0,4,16,20,7,11,18,7,15,22,,,0,,,0,,,0,18,42,60,,,0,11,27,38,Kim Dioven Lusaya,03-Dec-2025,
2025-26,09050,"St. Mary's College of Labason, Inc.",B,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Elementary Education Major in General Education,Bachelor of,Elementary Education,Major in,General Education,,,,,,,,,50,GR,12,,1,CO,SE,4,,,0,182,228.08,"9,410.64",9,9,0,0,18,4,16,20,6,17,23,1,22,23,,,0,,,0,,,0,20,64,84,,,0,3,23,26,Kim Dioven Lusaya,03-Dec-2025,
2025-26,09050,"St. Mary's College of Labason, Inc.",B,BUSINESS ADMINISTRATION AND RELATED,Bachelor of Science in Business Administration Major in Marketing Management,Bachelor of Science in,Business Administration,Major in,Marketing Management,,,,,,,,,50,GR,3,,1,CO,SE,4,,,0,152,228.08,"9,410.58",13,57,0,0,70,17,39,56,28,29,57,23,45,68,,,0,,,0,,,0,81,170,251,,,0,21,28,49,Kim Dioven Lusaya,03-Dec-2025,
2025-26,09050,"St. Mary's College of Labason, Inc.",B,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Secondary Education Major in Mathematics,Bachelor of,Secondary Education,Major in,Mathematics,,,,,,,,,50,GR,11,,1,CO,SE,4,,,0,179,228.08,"9,733.11",0,0,0,0,0,0,0,0,0,0,0,6,4,10,,,0,,,0,,,0,6,4,10,,,0,3,2,5,Kim Dioven Lusaya,03-Dec-2025,
2025-26,09050,"St. Mary's College of Labason, Inc.",B,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Secondary Education Major in Science,Bachelor of,Secondary Education,Major in,Science,,,,,,,,,50,GR,11,,1,CO,SE,4,,,0,189,228.08,"10,378.18",7,13,0,0,20,3,21,24,5,3,8,6,10,16,,,0,,,0,,,0,21,47,68,,,0,5,6,11,Kim Dioven Lusaya,03-Dec-2025,
2025-26,09050,"St. Mary's College of Labason, Inc.",B,IT-RELATED DISCIPLINES,Bachelor of Science in Information Technology  ,Bachelor of Science in,Information Technology,,,,,,,,,,,50,GR,19,,1,CO,SE,4,,,0,167,228.08,"10,689.10",36,37,0,0,73,27,17,44,13,12,25,12,15,27,,,0,,,0,,,0,88,81,169,,,0,25,16,41,Kim Dioven Lusaya,03-Dec-2025,
2025-26,09023,St. Vincent's College Incorporated,B,EDUCATION SCIENCE AND TEACHER TRAINING,Master of Arts in Education Mathematics Education Major in Educational Management,Master of Arts in Education,Mathematics Education,Major in,Educational Management,,,,,,,,,80,GR,78,,1,CO,SE,3,,,0,33,577.02,33629.62,,,10,54,64,,,0,,,0,,,0,,,0,,,0,,,0,10,54,64,,,0,0,0,0,Kim Dioven Lusaya,02-Dec-2025,
2025-26,09023,St. Vincent's College Incorporated,B,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Secondary Education Major in English,Bachelor of,Secondary Education,Major in,English,,,,,,,,,50,GR,196,,2,CO,SE,4,,,0,182,417.59,104923,,,7,15,22,4,20,24,2,18,20,3,33,36,,,0,,,0,,,0,16,86,102,,,0,5,14,19,Kim Dioven Lusaya,02-Dec-2025,
2025-26,09023,St. Vincent's College Incorporated,B,EDUCATION SCIENCE AND TEACHER TRAINING,Master in Education Major in English,Master in,Education,Major in,English,,,,,,,,,80,GR,78,,2,CO,SE,3,,,0,42,577.02,43678.36,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,,,0,0,17,17,Kim Dioven Lusaya,02-Dec-2025,
2025-26,09023,St. Vincent's College Incorporated,B,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Secondary Education Major in Filipino,Bachelor of,Secondary Education,Major in,Filipino,,,,,,,,,50,GR,196,,2,CO,SE,4,,,0,179,417.59,103670,,,1,9,10,3,11,14,5,22,27,12,29,41,,,0,,,0,,,0,21,71,92,,,0,1,7,8,Kim Dioven Lusaya,02-Dec-2025,
